id,team_abbr,first_name,last_name,weight
75583,WISC,Allen,Tuggle,294
75590,WASH,Jeffrey,Thornton,218
75596,LOU,Adam,Wozniak,296
75600,WVU,Sean,Williams,247
75602,ARMY,Simeon,Nelson,288
75603,TTU,Niels,May,307
75605,WVU,Michael,Root,180
75607,TROY,Julio,Mayorga,218
75611,TXST,Hector,Arroyo,206
75613,ETSU,Eugene,Yeboah,296
75618,UCLA,Louis,Ebling,246
75630,SMU,David,Cariker,224
75637,UTM,Christopher,Devito,218
75638,UTEP,William,Abshire,222
75640,MASS,Josh,Hendley,271
75652,SMU,Leonel,Williams,189
75655,ND,Robert,Otis,309
75663,DUKE,James,Hillebrand,279
75668,TXST,William,Hughes,301
75671,TEMP,Ryan,Gendell,189
75672,IND,Daniel,Crowell,247
75677,WISC,Christopher,Hodge,186
75681,UTAH,Joshua,Shaw,287
75685,COLO,William,Norman,240
75699,COLO,James,Lyon,182
75708,TTU,William,Lewandowski,189
75709,SMU,Tri,Hur,210
75711,ND,Michael,Fleri,301
75712,NAVY,Willie,Lovett,179
75715,KENT,Tony,Miller,284
75722,SMU,Richard,Dumont,231
75723,UNLV,Pedro,Gallegos,177
75724,UAB,Brian,Spears,247
75727,RICE,Terence,Jarosz,214
75731,CCU,Daryl,Anderson,199
75732,SJSU,Justo,Hightower,226
75733,ECU,Brian,Silveira,242
75734,PV,Mitchell,White,281
75736,JST,Franklyn,Cisneros,229
75740,UTAH,David,Turek,187
75748,USF,Felipe,Zuniga,228
75749,OKST,Curtis,Berry,265
75750,MICH,Bradley,Andes,288
75752,CLEM,Yan,Morton,303
75753,ECU,Mark,Joslin,281
75755,IND,Steven,Fifer,216
75758,ILLI,Gerardo,Hoffman,304
75763,NAVY,Mark,Askew,240
75767,TTU,Francisco,Villafana,199
75769,FSU,Jonathan,Key,278
75773,NAVY,Omar,Pedroza,281
75777,UKEN,Stuart,Welch,214
75780,BRY,Jose,Gonzales,208
75782,MICH,Christopher,Kent,229
75791,WMU,Simon,Ragsdale,239
75793,UTST,Robert,Bucklen,304
75794,KANS,Brian,James,241
75796,SDSU,Christopher,Velazquez,189
75799,MSST,Yogesh,Shigematsu,297
75801,BALL,Jimmy,Turner,180
75802,ARMY,Mike,Vu,189
75803,CAL,Edward,Pellegrini,282
75806,SMU,Scott,Norton,213
75808,UTAH,Willie,Pryor,204
75810,WISC,Ethan,Howard,186
75811,WVU,Jason,Steele,175
75812,BOIS,Alexander,Hahn,277
75813,CINC,Richard,Ribble,192
75815,USF,Dan,Vargas,225
75816,WVU,Rohan,Williams,192
75821,PNST,Charles,Caesar,246
75830,USAF,Samuel,Maclennan,243
75831,BYU,Geoffrey,Rivera,190
75832,FSU,William,Mcnair,183
75834,APST,Stephen,Adamski,290
75835,WAST,William,Kennedy,245
75837,USAF,Robert,Smith,285
75840,SMU,Justin,Tackett,288
75842,MICH,Richard,Abbs,279
75845,OHIO,Kenneth,Thornton,211
75867,NORF,Christopher,Halverson,284
75872,TEMP,Derrick,Wince,302
75879,DAY,Joseph,Johnson,204
75890,OKST,Juan,Soto,291
75898,MIAF,Donald,Escobar,194
75899,FSU,Jorge,Gutierrez,279
75900,AZST,Milena,Osaki,228
75903,TAMU,Miguel,Rivera,270
75912,UCF,Eric,Bush,179
75913,SCST,Charles,Hill,305
75919,ZONA,Benjamin,Pace,224
75926,BALL,Anthony,Copley,223
75940,CARK,Quentin,Benson,215
75955,DUKE,Jess,Santiago,199
75960,MRSH,Clarence,Fowler,300
75985,ARMY,Roger,Snouffer,292
75987,MRST,Ricardo,Soto,277
76017,TEMP,Leonard,Sanchez,227
76022,SEMO,Patrick,Thompson,293
76048,TEMP,Michael,White,199
76082,BYU,David,Murray,174
76094,GT,Niles,Dasilva,191
76099,PITT,Daniel,Benne,190
76127,EMU,Thomas,Falke,235
76154,TAMU,Richard,White,243
76173,TEMP,Thomas,Kissinger,283
76177,TAMU,Edgar,Andazola,233
76227,OHIO,Alfred,Wight,198
76253,KNSW,James,Bradley,205
76295,APST,Jeffrey,Fales,239
76299,FIU,Juan,Santos,308
76319,YSU,Pierre,Graggs,281
76335,UTST,Trevor,Saloom,225
76345,BALL,Lamont,Stokeling,203
76354,CSU,Lee,Wright,194
76388,IND,Mauricio,Roberts,197
76400,ZONA,Samuel,Fonzo,299
76418,UNC,Richard,Harmon,275
76433,USF,Jerry,Davis,182
76445,MTSU,Jaime,Sinclair,200
76458,USAF,Noah,Freeman,197
76466,MRSH,Carlton,Blanchard,299
76470,OKST,Al,Art,222
76481,BYU,Stephen,Murphy,186
76507,UTST,Tracey,Krause,296
76540,CLEM,William,Horton,289
76549,NDSU,Jose,Gonzalez,288
76550,NEB,Russell,Peterson,294
76584,LT,Kevin,Allendorf,286
76614,CHST,Gary,Reed,179
76742,ARMY,Eliseo,Menchaca,305
76745,USM,Jeffrey,Seals,194
76758,NAVY,Patrick,Warden,190
76762,LOU,James,Forrest,235
76780,ARMY,David,Gura,225
76784,CSU,Vijaya,Ellenwood,289
76789,,Cesar,Quintero,295
76790,UNM,Rakesh,Kwong,188
76794,NAVY,Raul,Gutierrez,188
76815,PNST,Sandeep,Sun,242
76824,MICH,Elias,Smith,279
76828,TEMP,Joe,Badillo,238
76832,NCCU,Henry,Garcia,189
76839,CINC,Antonio,Marquez,218
76853,PNST,Robert,Miller,197
76860,UTST,Robert,Knutson,194
76870,UCLA,Joseph,Alvarado,188
76940,APST,Larry,Shutts,231
76972,WEBB,Roberto,Martz,170
76975,EMU,Isaac,Randle,291
76979,WASH,Daniel,Weisheit,291
76987,USAF,Vicente,Griego,195
76991,ND,John,Xu,280
77012,CSU,Daryl,Deanda,187
77016,COR,Ronald,Hester,301
77037,MCN,Bogdan,Smith,278
77064,MICH,Christopher,Willis,173
77102,CSU,Mauricio,Rodriguez,225
77114,LOU,Daniel,Machado,199
77126,WASH,Brett,Schoofs,228
77156,ULM,Hector,Ramirez,252
77158,GT,Jeffrey,Buchholz,219
77171,MRSH,Christopher,Slay,306
77172,ND,Larry,Wells,202
77185,TXST,John,Bassano,198
77190,UNT,Donald,Alvarez,291
77223,ILLI,Philip,Nguyen,287
77226,LT,Phat,Wu,202
77242,MINN,Jim,Spector,247
77244,BOIS,James,Schubert,204
77246,OKST,Gary,Provencher,195
77252,TNTC,Michael,Griffin,239
77257,GT,Robert,Leiby,288
77313,GT,Joshua,Botten,205
77316,NEV,Marcelino,Herrera,211
77318,MIZZ,Kenneth,Owens,302
77335,OHST,Shilpa,Cheng,295
77338,STET,Roy,Dugger,216
77345,DUKE,Michael,Labore,188
77350,OKLA,Martin,Ortiz,208
77360,BYU,Todd,Geiger,289
77435,TEMP,Randall,Rogers,279
77493,NEB,Gary,Felsing,176
77509,LOU,Luis,Elias,287
77545,WAST,James,Rushing,284
77550,PNST,Steve,West,292
77555,NAVY,Steve,Mccullum,187
77564,APST,Liem,Das,214
77578,ZONA,Rafael,Marshall,306
77623,CSU,Joseph,Melvin,225
77668,JMU,Jerry,Blas,289
77670,WKU,Gene,Girouard,277
77679,NDSU,Christopher,Lofdahl,283
77680,ILST,John,Singleton,182
77684,SHSU,Qing,Wang,188
77687,JMU,Darrin,Jones,197
77688,RMU,Edward,Bedard,280
77690,SMU,Charles,Diefenbach,214
77692,ALB,Jermaine,Lipsey,286
77694,DRKE,Daniel,Gibbons,229
77698,KSST,Stavros,Fitton,222
77702,KSST,John,Walker,228
77711,JMU,Ernesto,Sanchez,238
77720,JMU,Jason,Nixon,298
77723,NAU,Jose,Delcastillo,191
77809,LT,Christopher,Paszkowski,306
77889,TEMP,Misael,Preciado,240
77890,COLU,Han,Patel,244
77891,CHAR,Craig,Scofield,189
77893,OKST,Craig,Wilson,180
77906,ILST,Jesus,Rodriguez,285
77912,UCF,John,Hilton,202
77946,WASH,Emilio,Baker,223
77983,COLU,Benjamin,Thompson,301
77991,RICH,Chong,Geronimo,224
78029,WKU,Damian,Nicholson,197
78046,UMD,Marvin,Wagner,204
78058,UMD,Victor,Walker,298
78067,NEV,Anthony,Smith,210
78095,VMI,James,Alderman,290
78105,SHSU,Derrick,Nelson,188
78113,HARV,Kerry,Turner,310
78202,NEV,Curtis,Knight,197
78259,TEMP,Barry,Treacy,180
78317,UTEP,Ronald,Atchley,229
78511,TROY,Ralph,Lindenbaum,293
78596,ULM,Tibor,Hayes,249
78622,IOWA,Darren,Spiker,189
78634,ACU,Michael,Mcilroy,202
78910,NEB,Richard,Fiveankles,230
78912,FSU,Colt,McIntyre,225
78913,PURD,Sam,Chaplin,290
78914,BYU,Dick,Richards,224
78915,BGSU,Jasper,Chunk,320
78916,MIAF,Tobey,McLawrence,250
