SeasonID,WeekID,Week,HomeTeamID,HomeTeam,AwayTeamID,AwayTeam,IsConference,IsDivisional,IsRivalry,IsNeutral,StadiumID,Stadium,City,State,TimeSlot
7,2702,2,160,MTST,267,UOG,FALSE,FALSE,FALSE,FALSE,160,Bobcat Stadium,Bozeman,MT,Saturday Evening
7,2702,2,56,MEMP,95,USM,FALSE,FALSE,TRUE,FALSE,56,Liberty Bowl Memorial Stadium,Memphis,Tennessee,Saturday Morning
7,2702,2,112,CONN,48,LU,FALSE,FALSE,FALSE,FALSE,112,Pratt & Whitney Stadium at Rentschler Field,Storrs,Connecticut,Saturday Morning
7,2702,2,220,SHU,266,NHU,FALSE,FALSE,FALSE,FALSE,245,Campus Field,Fairfield,CT,Saturday Morning
7,2702,2,232,SFPA,181,MER,FALSE,FALSE,FALSE,FALSE,257,DeGol Field,Loretto,PA,Saturday Morning
7,2702,2,7,ARK,91,SMU,FALSE,FALSE,FALSE,FALSE,0,"Donald W. Reynolds Razorback Stadium, Frank Broyles Field",Fayetteville,Arkansas,Thursday Night
7,2702,2,13,Boise State,128,Western Michigan,FALSE,FALSE,FALSE,FALSE,0,Albertsons Stadium,Boise,Idaho,Thursday Night
7,2702,2,14,Boston College,36,Georgia State,FALSE,FALSE,FALSE,FALSE,0,Alumni Stadium,Chestnut Hill,Massachusetts,Thursday Night
7,2702,2,18,CAL,108,TULS,FALSE,FALSE,FALSE,FALSE,0,California Memorial Stadium,Berkeley,California,Thursday Night
7,2702,2,26,Duke,40,Illinois,FALSE,FALSE,FALSE,FALSE,0,Brooks Field at Wallace Wade Stadium,Durham,North Carolina,Thursday Night
7,2702,2,27,ECU,35,GASO,FALSE,FALSE,FALSE,FALSE,27,Bagwell Field at Dowdy-Ficklen Stadium,Greenville,North Carolina,Thursday Night
7,2702,2,38,Hawaii,87,Rice,FALSE,FALSE,FALSE,FALSE,0,Aloha Stadium,Honolulu,Hawai'i,Thursday Night
7,2702,2,39,UHOU,109,UAB,FALSE,FALSE,FALSE,FALSE,0,John O'Quinn Field at TDECU Stadium,Houston,Texas,Thursday Night
7,2702,2,41,IND,102,TAMU,FALSE,FALSE,FALSE,FALSE,0,Memorial Stadium,Bloomington,Indiana,Thursday Night
7,2702,2,44,Kansas,74,Northwestern,FALSE,FALSE,FALSE,FALSE,0,David Booth Kansas Memorial Stadium,Lawrence,Kansas,Thursday Night
7,2702,2,54,Marshall,126,West Virginia,FALSE,FALSE,FALSE,FALSE,0,Joan C. Edwards Stadium,Huntington,West Virginia,Thursday Night
7,2702,2,55,Maryland,4,Appalachian State,FALSE,FALSE,FALSE,FALSE,0,Capital One Field at Maryland Stadium,College Park,Maryland,Thursday Night
7,2702,2,59,Michigan,100,Tennessee,FALSE,FALSE,FALSE,FALSE,0,Michigan Stadium,Ann Arbor,Michigan,Thursday Night
7,2702,2,60,Michigan State,23,Coastal Carolina,FALSE,FALSE,FALSE,FALSE,0,Spartan Stadium,East Lansing,Michigan,Thursday Night
7,2702,2,64,MIZZ,50,ULM,FALSE,FALSE,FALSE,FALSE,0,Faurot Field at Memorial Stadium,Columbia,Missouri,Thursday Night
7,2702,2,65,NAVY,57,MIAF,FALSE,FALSE,FALSE,FALSE,0,Navy-Marine Corps Memorial Stadium,Annapolis,Maryland,Thursday Night
7,2702,2,66,NCST,86,PURD,FALSE,FALSE,FALSE,FALSE,0,Wayne Day Family Field at Carter-Finley Stadium,Raleigh,North Carolina,Thursday Night
7,2702,2,75,Notre Dame,71,North Carolina,FALSE,FALSE,FALSE,FALSE,0,Notre Dame Stadium,South Bend,Indiana,Thursday Night
7,2702,2,79,Oklahoma State,67,Nebraska,FALSE,FALSE,FALSE,FALSE,0,Boone Pickens Stadium,Stillwater,Oklahoma,Thursday Night
7,2702,2,81,MISS,58,MIAO,FALSE,FALSE,FALSE,FALSE,0,Vaught-Hemingway Stadium at Hollingsworth Field,Oxford,Mississippi,Thursday Night
7,2702,2,94,South Florida,125,Washington State,FALSE,FALSE,FALSE,FALSE,0,Raymond James Stadium,Tampa,Florida,Thursday Night
7,2702,2,103,Texas State,17,BYU,FALSE,FALSE,FALSE,FALSE,0,Jim Wacker Field at Bobcat Stadium,San Marcos,Texas,Thursday Night
7,2702,2,104,Texas Tech,72,North Texas,FALSE,FALSE,FALSE,FALSE,0,Jones AT&T Stadium,Lubbock,Texas,Thursday Night
7,2702,2,111,UCLA,15,Bowling Green,FALSE,FALSE,FALSE,FALSE,0,Rose Bowl Stadium,Los Angeles,California,Thursday Night
7,2702,2,118,Utah,62,Minnesota,FALSE,FALSE,FALSE,FALSE,0,Rice-Eccles Stadium,Salt Lake City,Utah,Thursday Night
7,2702,2,119,UTST,263,UTU,FALSE,FALSE,FALSE,FALSE,0,Merlin Olsen Field at Maverik Stadium,Logan,Utah,Thursday Night
7,2702,2,132,Jacksonville State,31,Florida Atlantic,FALSE,FALSE,FALSE,FALSE,0,Burgess-Snow Field at JSU Stadium,Jacksonville,Alabama,Thursday Night
7,2703,3,82,OREG,133,SHSU,FALSE,FALSE,FALSE,FALSE,82,Autzen Stadium,Eugene,Oregon,Friday Night
7,2703,3,115,USC,245,VAL,FALSE,FALSE,FALSE,FALSE,115,Los Angeles Memorial Coliseum,Los Angeles,California,Friday Night
7,2703,3,137,ILST,196,EIU,FALSE,FALSE,TRUE,FALSE,137,Hancock Stadium,Normal,IL,Friday Night
7,2703,3,145,SDAK,157,IDHO,FALSE,FALSE,FALSE,FALSE,145,DakotaDome,Vermillion,SD,Friday Night
7,2703,3,155,CP,229,LIU,FALSE,FALSE,FALSE,FALSE,155,Alex G. Spanos Stadium,San Luis Obispo,CA,Friday Night
7,2703,3,183,GRAM,259,UNA,FALSE,FALSE,FALSE,FALSE,183,Eddie G. Robinson Memorial Stadium,Grambling,LA,Friday Night
7,2703,3,238,DRKE,140,UNI,FALSE,FALSE,TRUE,FALSE,263,Drake Stadium,Des Moines,IA,Friday Night
7,2703,3,248,LAM,265,CHST,FALSE,FALSE,FALSE,FALSE,273,Provost Umphrey Stadium,Beaumont,TX,Friday Night
7,2703,3,268,SAMO,203,ALB,FALSE,FALSE,FALSE,FALSE,293,Veterans Memorial Stadium,Pago Pago,AS,Friday Night
7,2703,3,9,ARMY,1,USAF,FALSE,FALSE,TRUE,FALSE,9,Blaik Field at Michie Stadium,West Point,New York,Saturday Afternoon
7,2703,3,24,COLO,67,NEB,FALSE,FALSE,TRUE,FALSE,24,Folsom Field,Boulder,Colorado,Saturday Afternoon
7,2703,3,26,DUKE,123,WAKE,TRUE,FALSE,TRUE,FALSE,26,Brooks Field at Wallace Wade Stadium,Durham,North Carolina,Saturday Afternoon
7,2703,3,29,FIU,97,CUSE,FALSE,FALSE,FALSE,FALSE,29,Riccardo Silva Stadium,Miami,Florida,Saturday Afternoon
7,2703,3,32,FSU,16,BUFF,FALSE,FALSE,FALSE,FALSE,32,Bobby Bowden Field at Doak S. Campbell Stadium,Tallahassee,Florida,Saturday Afternoon
7,2703,3,45,KSST,126,WVU,TRUE,FALSE,FALSE,FALSE,45,Bill Snyder Family Football Stadium,Manhattan,Kansas,Saturday Afternoon
7,2703,3,76,OHIO,206,DEL,FALSE,FALSE,FALSE,FALSE,76,Peden Stadium,Athens,Ohio,Saturday Afternoon
7,2703,3,91,SMU,98,TCU,FALSE,FALSE,TRUE,FALSE,91,Gerald J. Ford Stadium,University Park,Texas,Saturday Afternoon
7,2703,3,101,TEX,30,FLA,TRUE,FALSE,FALSE,FALSE,101,Darrell K Royal-Texas Memorial Stadium,Austin,Texas,Saturday Afternoon
7,2703,3,110,UCF,39,UHOU,TRUE,FALSE,FALSE,FALSE,110,Bounce House,Orlando,Florida,Saturday Afternoon
7,2703,3,113,MASS,51,LT,FALSE,FALSE,FALSE,FALSE,113,Warren McGuirk Alumni Stadium,Amherst,Massachusetts,Saturday Afternoon
7,2703,3,146,WIU,167,COLU,FALSE,FALSE,FALSE,FALSE,146,Hanson Field,Macomb,IL,Saturday Afternoon
7,2703,3,169,DART,156,EWU,FALSE,FALSE,FALSE,FALSE,169,Memorial Field,Hanover,NH,Saturday Afternoon
7,2703,3,172,PRIN,215,STBK,FALSE,FALSE,FALSE,FALSE,172,Princeton Stadium,Princeton,NJ,Saturday Afternoon
7,2703,3,173,YALE,151,LEH,FALSE,FALSE,TRUE,FALSE,173,Yale Bowl,New Haven,CT,Saturday Afternoon
7,2703,3,187,SOU,232,SFPA,FALSE,FALSE,FALSE,FALSE,187,A.W. Mumford Stadium,Baton Rouge,LA,Saturday Afternoon
7,2703,3,188,AAMU,170,PENN,FALSE,FALSE,FALSE,FALSE,188,Louis Crews Stadium,Huntsville,AL,Saturday Afternoon
7,2703,3,201,TNTC,179,ETSU,TRUE,FALSE,FALSE,FALSE,226,Tucker Stadium,Cookeville,TN,Saturday Afternoon
7,2703,3,216,TOW,242,USD,FALSE,FALSE,FALSE,FALSE,241,Johnny Unitas Stadiumn,Towson,MD,Saturday Afternoon
7,2703,3,236,DAV,219,MRMK,FALSE,FALSE,FALSE,FALSE,261,Richardson Stadium,Davidson,NC,Saturday Afternoon
7,2703,3,244,STET,205,CAMP,FALSE,FALSE,FALSE,FALSE,269,Spec Martin Memorial Stadium,DeLand,FL,Saturday Afternoon
7,2703,3,251,NWST,162,UNCO,FALSE,FALSE,FALSE,FALSE,276,Harry Turpin Stadium,Natchitotches,LA,Saturday Afternoon
7,2703,3,262,TAR,158,IDST,FALSE,FALSE,FALSE,FALSE,287,Memorial Stadium,Stephenville,TX,Saturday Afternoon
7,2703,3,22,CLEM,88,RUTG,FALSE,FALSE,FALSE,FALSE,22,Frank Howard Field at Clemson Memorial Stadium,Clemson,South Carolina,Saturday Evening
7,2703,3,120,VAND,81,MISS,TRUE,FALSE,FALSE,FALSE,120,Vanderbilt Stadium,Nashville,Tennessee,Saturday Evening
7,2703,3,142,UND,152,FOR,FALSE,FALSE,FALSE,FALSE,142,Alerus Center,Grand Forks,ND,Saturday Evening
7,2703,3,160,MTST,256,APSU,FALSE,FALSE,FALSE,FALSE,160,Bobcat Stadium,Bozeman,MT,Saturday Evening
7,2703,3,164,SSU,68,NEV,FALSE,FALSE,FALSE,FALSE,164,Hornet Stadium,Sacramento,CA,Saturday Evening
7,2703,3,247,UIW,150,LAF,FALSE,FALSE,FALSE,FALSE,272,Gayle and Tom Benson Stadium,San Antonio,TX,Saturday Evening
7,2703,3,250,NICH,235,BUT,FALSE,FALSE,FALSE,FALSE,275,Manning Field at John L. Guidry Stadium,Thibodaux,LA,Saturday Evening
7,2703,3,257,CARK,249,MCN,FALSE,FALSE,TRUE,FALSE,282,Estes Stadium,Conway,AR,Saturday Evening
7,2703,3,10,AUB,117,UTSA,FALSE,FALSE,FALSE,FALSE,10,Pat Dye Field at Jordan-Hare Stadium,Auburn,Alabama,Saturday Morning
7,2703,3,28,EMU,99,TEMP,FALSE,FALSE,FALSE,FALSE,28,Rynearson Stadium,Ypsilanti,Michigan,Saturday Morning
7,2703,3,105,TLDO,78,OKLA,FALSE,FALSE,FALSE,FALSE,105,Glass Bowl,Toledo,Ohio,Saturday Morning
7,2703,3,112,CONN,53,LSU,FALSE,FALSE,FALSE,FALSE,112,Pratt & Whitney Stadium at Rentschler Field,Storrs,Connecticut,Saturday Morning
7,2703,3,149,HC,89,SDSU,FALSE,FALSE,FALSE,FALSE,149,Fitton Field,Worcester,MA,Saturday Morning
7,2703,3,166,BRWN,213,URI,FALSE,FALSE,TRUE,FALSE,166,Brown Stadium,Providence,RI,Saturday Morning
7,2703,3,171,HARV,204,BRY,FALSE,FALSE,FALSE,FALSE,171,Harvard Stadium,Cambridge,MA,Saturday Morning
7,2703,3,174,FUR,197,WEBB,FALSE,FALSE,FALSE,FALSE,174,Paladin Stadium,Greenville,SC,Saturday Morning
7,2703,3,209,ME,189,UAPB,FALSE,FALSE,FALSE,FALSE,234,Harold Alfond Sports Stadium,Orono,ME,Saturday Morning
7,2703,3,212,NCAT,225,NCCU,FALSE,FALSE,TRUE,FALSE,237,Truist Stadium,Greensboro,NC,Saturday Morning
7,2703,3,223,MORG,161,NAU,FALSE,FALSE,FALSE,FALSE,248,Hughes Stadium,Baltimore,MD,Saturday Morning
7,2703,3,25,CSU,130,WYOM,FALSE,FALSE,TRUE,FALSE,25,Sonny Lubick Field at Canvas Stadium,Fort Collins,Colorado,Saturday Night
7,2703,3,116,UTEP,70,NMSU,FALSE,FALSE,TRUE,FALSE,116,Sun Bowl Stadium,El Paso,Texas,Saturday Night
7,2703,3,124,WASH,134,KNSW,FALSE,FALSE,FALSE,FALSE,124,Alaska Airlines Field at Husky Stadium,Seattle,Washington,Saturday Night
7,2703,3,141,SIU,193,MSVU,FALSE,FALSE,FALSE,FALSE,141,Saluki Stadium,Carbondale,IL,Saturday Night
7,2703,3,159,MONT,224,NORF,FALSE,FALSE,FALSE,FALSE,159,Washington-Grizzly Stadium,Missoula,MT,Saturday Night
7,2703,3,263,UTU,165,WEB,TRUE,FALSE,FALSE,FALSE,288,Greater Zion STadium,St. George,UT,Saturday Night
7,2703,3,4,Appalachian State,13,Boise State,FALSE,FALSE,FALSE,FALSE,0,Kidd Brewer Stadium,Boone,North Carolina,Thursday Night
7,2703,3,11,Ball State,56,Memphis,FALSE,FALSE,FALSE,FALSE,0,Scheumann Stadium,Muncie,Indiana,Thursday Night
7,2703,3,17,BYU,69,New Mexico,FALSE,FALSE,FALSE,FALSE,0,LaVell Edwards Stadium,Provo,Utah,Thursday Night
7,2703,3,20,Charlotte,122,Virginia Tech,FALSE,FALSE,FALSE,FALSE,0,McColl-Richardson Field at Jerry Richardson Stadium,Charlotte,North Carolina,Thursday Night
7,2703,3,23,Coastal Carolina,77,Ohio State,FALSE,FALSE,FALSE,FALSE,0,Brooks Stadium,Conway,South Carolina,Thursday Night
7,2703,3,27,ECU,49,ULL,FALSE,FALSE,FALSE,FALSE,27,Bagwell Field at Dowdy-Ficklen Stadium,Greenville,North Carolina,Thursday Night
7,2703,3,34,Georgia,65,Navy,FALSE,FALSE,FALSE,FALSE,0,Sanford Stadium,Athens,Georgia,Thursday Night
7,2703,3,35,GASO,73,NIU,FALSE,FALSE,FALSE,FALSE,35,Allen E. Paulson Stadium,Statesboro,Georgia,Thursday Night
7,2703,3,36,Georgia State,72,North Texas,FALSE,FALSE,FALSE,FALSE,0,Georgia State Stadium,Atlanta,Georgia,Thursday Night
7,2703,3,38,Hawaii,96,Stanford,FALSE,FALSE,FALSE,FALSE,0,Aloha Stadium,Honolulu,Hawai'i,Thursday Night
7,2703,3,44,Kansas,138,Missouri State,FALSE,FALSE,FALSE,FALSE,0,David Booth Kansas Memorial Stadium,Lawrence,Kansas,Thursday Night
7,2703,3,46,KENT,92,USA,FALSE,FALSE,FALSE,FALSE,46,Dix Stadium,Kent,Ohio,Thursday Night
7,2703,3,52,LOU,104,TTU,FALSE,FALSE,FALSE,FALSE,0,Cardinal Stadium,Louisville,Kentucky,Thursday Night
7,2703,3,61,MTSU,121,UVA,FALSE,FALSE,FALSE,FALSE,61,Johnny Red Floyd Stadium,Murfreesboro,Tennessee,Thursday Night
7,2703,3,64,MIZZ,131,JMU,FALSE,FALSE,FALSE,FALSE,0,Faurot Field at Memorial Stadium,Columbia,Missouri,Thursday Night
7,2703,3,71,North Carolina,15,Bowling Green,FALSE,FALSE,FALSE,FALSE,0,Kenan Memorial Stadium,Chapel Hill,North Carolina,Thursday Night
7,2703,3,80,ODU,47,UKEN,FALSE,FALSE,FALSE,FALSE,80,Foreman Field at S. B. Ballard Stadium,Norfolk,Virginia,Thursday Night
7,2703,3,84,PNST,59,MICH,TRUE,FALSE,FALSE,FALSE,84,Beaver Stadium,University Park,Pennsylvania,Thursday Night
7,2703,3,85,Pittsburgh,75,Notre Dame,FALSE,FALSE,FALSE,FALSE,0,Heinz Field,Pittsburgh,Pennsylvania,Thursday Night
7,2703,3,87,Rice,54,Marshall,FALSE,FALSE,FALSE,FALSE,0,Rice Stadium,Houston,Texas,Thursday Night
7,2703,3,93,South Carolina,66,NC State,FALSE,FALSE,FALSE,FALSE,0,Williams-Brice Stadium,Columbia,South Carolina,Thursday Night
7,2703,3,94,USF,190,FAMU,FALSE,FALSE,FALSE,FALSE,0,Raymond James Stadium,Tampa,Florida,Thursday Night
7,2703,3,95,Southern Miss,55,Maryland,FALSE,FALSE,FALSE,TRUE,292,National Football Stadium,Mangilao,GM,Thursday Night
7,2703,3,106,TROY,127,WKU,FALSE,FALSE,FALSE,FALSE,0,Veterans Memorial Stadium at Larry Blakeney Field,Troy,Alabama,Thursday Night
7,2703,3,108,Tulsa,100,Tennessee,FALSE,FALSE,FALSE,FALSE,0,Skelly Field at H. A. Chapman Stadium,Tulsa,Oklahoma,Thursday Night
7,2703,3,111,UCLA,114,UNLV,FALSE,FALSE,FALSE,FALSE,0,Rose Bowl Stadium,Los Angeles,California,Thursday Night
7,2703,3,128,Western Michigan,37,Georgia Tech,FALSE,FALSE,FALSE,FALSE,0,Waldo Stadium,Kalamazoo,Michigan,Thursday Night
7,2703,3,129,Wisconsin,2,Akron,FALSE,FALSE,FALSE,FALSE,0,Camp Randall Stadium,Madison,Wisconsin,Thursday Night
7,2703,3,136,INST,252,SELA,FALSE,FALSE,FALSE,FALSE,136,Memorial Stadium,Terre Haute,IN,Thursday Night
7,2703,3,147,BUCK,261,SFA,FALSE,FALSE,FALSE,FALSE,147,Christy Mathewson-Memorial Stadium,Lewisburg,PA,Thursday Night
7,2703,3,148,COLG,168,COR,FALSE,FALSE,TRUE,FALSE,148,Andy Kerr Stadium,Hamilton,NY,Thursday Night
7,2703,3,153,GEOT,246,HCU,FALSE,FALSE,FALSE,FALSE,153,Cooper Field,Washington,DC,Thursday Night
7,2703,3,178,UTC,135,YSU,FALSE,FALSE,FALSE,FALSE,178,Finley Stadium,Chattanooga,TN,Thursday Night
7,2703,3,182,VMI,218,W&M,FALSE,FALSE,TRUE,FALSE,182,Foster Stadium,Lexington,VA,Thursday Night
7,2703,3,184,BCU,139,MUR,FALSE,FALSE,FALSE,FALSE,184,Daytona Stadium,Daytona Beach,FL,Thursday Night
7,2703,3,186,ALCN,50,ULM,FALSE,FALSE,FALSE,FALSE,0,Spinks-Casem Stadium,Lorman,MS,Thursday Night
7,2703,3,194,JXST,200,TNST,FALSE,FALSE,TRUE,FALSE,194,Mississippi Veterans Memorial Stadium,Jackson,MS,Thursday Night
7,2703,3,202,UTM,119,UTST,FALSE,FALSE,FALSE,FALSE,227,Graham Stadium,Martin,TN,Thursday Night
7,2703,3,208,HAMP,222,HOW,FALSE,FALSE,TRUE,FALSE,233,Armstrong Stadium,Hampton,VA,Thursday Night
7,2703,3,211,UNH,181,MER,FALSE,FALSE,FALSE,FALSE,236,Wildcat Stadium,Durham,NH,Thursday Night
7,2703,3,217,VILL,240,MORE,FALSE,FALSE,FALSE,FALSE,242,Villanova Stadium,Philadelphia,PA,Thursday Night
7,2703,3,226,SCST,191,ALST,FALSE,FALSE,FALSE,FALSE,251,Oliver C. Dawson Stadium,Orangeburg,SC,Thursday Night
7,2703,3,230,MRCY,210,MONM,FALSE,FALSE,FALSE,FALSE,255,Saxon Stadium,Erie,PA,Thursday Night
7,2703,3,231,RMU,254,RGV,FALSE,FALSE,FALSE,FALSE,256,Joe Walton Stadium,Moon Township,PA,Thursday Night
7,2703,3,233,STO,269,UWF,FALSE,FALSE,FALSE,FALSE,258,W.B. Mason Stadium,Easton,MA,Thursday Night
