GameID,Season,Week,Home Team,Away Team,Conference Game,Division Game,Neutral Site,Conference Champ,Bowl Game,Playoff,National Champ,HomePrevBye,AwayPrevBye,Listed Coach,Other Coach,TimeSlot,Stadium,City,State,Domed Stadium,GameTitle,Info,NextGameID,NextGameHoA
5547,2026,1,SDSU,UCLA,0,0,0,0,0,0,0,0,0,Jumbo,jmjacobs,Thursday Night,Snapdragon Stadium,San Diego,California,0,,,0,
5548,2026,1,UKEN,BC,0,0,0,0,0,0,0,0,0,Ezaco,Fireballer34,Thursday Night,Kroger Field at C.M. Newton Grounds,Lexington,Kentucky,0,,,0,
5549,2026,1,ND,ARMY,0,0,0,0,0,0,0,0,0,LordLittlebutt,DarkTaker,Thursday Night,Notre Dame Stadium,South Bend,Indiana,0,,,0,
5550,2026,1,UTST,UNM,0,0,0,0,0,0,0,0,0,Ewade,DarthJarJar,Thursday Night,Merlin Olsen Field at Maverik Stadium,Logan,Utah,0,,,0,
5551,2026,1,MSST,SJSU,0,0,0,0,0,0,0,0,0,AI,Chandler1,Thursday Night,Davis Wade Stadium at Scott Field,Starkville,Mississippi,0,,,0,
5552,2026,1,UTEP,MINN,0,0,0,0,0,0,0,0,0,AI,Minnow,Thursday Night,Sun Bowl Stadium,El Paso,Texas,0,,,0,
5553,2026,1,OHIO,MISS,0,0,0,0,0,0,0,0,0,Traith Kreios,SlapYourBasil,Thursday Night,Peden Stadium,Athens,Ohio,0,,,0,
5554,2026,1,WAST,HAWI,0,0,0,0,0,0,0,0,0,chadbird,AI,Thursday Night,Martin Stadium,Pullman,Washington,0,,,0,
5555,2026,1,TEX,UHOU,0,0,0,0,0,0,0,0,0,Dean,mahrowkeen,Thursday Night,Darrell K Royal-Texas Memorial Stadium,Austin,Texas,0,,,0,
5556,2026,1,OKLA,BAYL,0,0,0,0,0,0,0,0,0,Duckal,Vivid,Thursday Night,Gaylord Family - Oklahoma Memorial Stadium at Owen Field,Norman,Oklahoma,0,,,0,
5557,2026,1,TLNE,WYOM,0,0,0,0,0,0,0,0,0,kgreene829,AI,Thursday Night,Barry B. Benson Field at Yulman Stadium,New Orleans,Louisiana,0,,,0,
5558,2026,1,ARST,TXST,0,0,0,0,0,0,0,0,0,FrankNoGamin,NillaWafer,Thursday Night,Centennial Bank Stadium,Jonesboro,Arkansas,0,,,0,
5559,2026,1,SMU,ULL,0,0,0,0,0,0,0,0,0,jw1952tx,Bilain,Thursday Night,Gerald J. Ford Stadium,University Park,Texas,0,,,0,
5560,2026,1,ORST,JMU,0,0,0,0,0,0,0,0,0,Sportskk1116,askfortea,Thursday Night,Reser Stadium,Corvallis,Oregon,0,,,0,
5561,2026,1,LT,BOIS,0,0,0,0,0,0,0,0,0,Swipet,cubansdoitbest,Thursday Night,Joe Aillet Stadium,Ruston,Louisiana,0,,,0,
5562,2026,1,UTSA,MIAO,0,0,0,0,0,0,0,0,0,AI,Willow,Thursday Night,Alamodome,San Antonio,Texas,0,,,0,
5563,2026,1,ARK,DUKE,0,0,0,0,0,0,0,0,0,ooaxl,Viselli,Thursday Night,"Donald W. Reynolds Razorback Stadium, Frank Broyles Field",Fayetteville,Arkansas,0,,,0,
5564,2026,1,NEV,CAL,0,0,0,0,0,0,0,0,0,AI,believer,Thursday Night,Mackay Stadium,Reno,Nevada,0,,,0,
5565,2026,1,SOCA,NCST,0,0,0,0,0,0,0,0,0,DDEXTRAJUICE2,Matty460,Thursday Night,Williams-Brice Stadium,Columbia,South Carolina,0,,,0,
5566,2026,1,CUSE,COLG,0,0,0,0,0,0,0,0,0,taffyowner,AI,Thursday Night,Carrier Dome,Syracuse,New York,0,,,0,
5567,2026,1,TAMU,UVA,0,0,0,0,0,0,0,0,0,sleuthofbears,Wahoo,Thursday Night,Kyle Field,College Station,Texas,0,,,0,
5568,2026,1,RICE,LAM,0,0,0,0,0,0,0,0,0,bardloff,AI,Thursday Night,Rice Stadium,Houston,Texas,0,,,0,
5569,2026,1,TEMP,MRCY,0,0,0,0,0,0,0,0,0,SandyToez,AI,Thursday Night,Lincoln Financial Field,Philadelphia,Pennsylvania,0,,,0,
5570,2026,1,AUB,UAB,0,0,0,0,0,0,0,0,0,Billy Belichicks,AI,Thursday Night,Pat Dye Field at Jordan-Hare Stadium,Auburn,Alabama,0,,,0,
5571,2026,1,NW,MTSU,0,0,0,0,0,0,0,0,0,T007disney,Squidward05,Thursday Night,Ryan Field,Evanston,Illinois,0,,,0,
5572,2026,1,LSU,OHST,0,0,0,0,0,0,0,0,0,MRClean,Coach123,Thursday Night,Tiger Stadium,Baton Rouge,Louisiana,0,,,0,
5573,2026,1,UNLV,OREG,0,0,0,0,0,0,0,0,0,maxmercs,Dida28,Thursday Night,Allegient Stadium,Las Vegas,Nevada,0,,,0,
5574,2026,1,PNST,LAF,0,0,0,0,0,0,0,0,0,Rocketcan,AI,Thursday Night,Beaver Stadium,University Park,Pennsylvania,0,,,0,
5575,2026,1,WASH,MONT,0,0,0,0,0,0,0,0,0,CoachCartier,AI,Thursday Night,Alaska Airlines Field at Husky Stadium,Seattle,Washington,0,,,0,
5576,2026,1,WISC,NDSU,0,0,0,0,0,0,0,0,0,JC,AI,Thursday Night,Camp Randall Stadium,Madison,Wisconsin,0,,,0,
5577,2026,1,TNST,VAND,0,0,0,0,0,0,0,0,0,AI,ChizDippler,Thursday Night,Hale Stadium,Nashville,TN,0,,,0,
5578,2026,1,FAMU,ETSU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Bragg Memorial Stadium,Tallahassee,FL,0,,,0,
5579,2026,1,CHSO,ELON,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Buccaneer Field,Bules Creek,NC,0,,,0,
5580,2026,1,MUR,EKU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Roy Stewart Stadium,Murray,KY,0,,,0,
5581,2026,1,AAMU,UNA,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Louis Crews Stadium,Huntsville,AL,0,,,0,
5582,2026,1,LEH,YSU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Goodman Stadium,Bethlehem,PA,0,,,0,
5583,2026,1,WAG,ILST,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Wagner College Stadium,Staten Island,NY,0,,,0,
5584,2026,1,EIU,MRMK,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,O'Brien Field,Charleston,IL,0,,,0,
5585,2026,1,MER,WEBB,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Five Star Stadium,Macon,GA,0,,,0,
5586,2026,1,LIN,SIU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Hunter STadium,St. Charles,MO,0,,,0,
5587,2026,1,UAPB,SEMO,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Simmons Bank Field,Pine Bluff,AR,0,,,0,
5588,2026,1,UTC,TNTC,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Finley Stadium,Chattanooga,TN,0,,,0,
5589,2026,1,UTM,HOW,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Graham Stadium,Martin,TN,0,,,0,
5590,2026,1,WIU,W&M,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Hanson Field,Macomb,IL,0,,,0,
5591,2026,1,MORG,TOW,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Hughes Stadium,Baltimore,MD,0,,,0,
5592,2026,1,UWG,NCCU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,University Stadium,Carrollton,GA,0,,,0,
5593,2026,1,UCD,BUCK,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,UC Davis Health Stadium,Davis,CA,0,,,0,
5594,2026,1,DAY,PRST,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Welcome Stadium,Dayton,OH,0,,,0,
5595,2026,1,UND,EWU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Alerus Center,Grand Forks,ND,0,,,0,
5596,2026,1,UIW,ACU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Gayle and Tom Benson Stadium,San Antonio,TX,0,,,0,
5597,2026,1,NWST,APSU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Harry Turpin Stadium,Natchitotches,LA,0,,,0,
5598,2026,1,MCN,CARK,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Cowboy Stadium,Lake Charles,LA,0,,,0,
5599,2026,1,RGV,TAR,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Robert and Janet Vackar Stadium,Edinburg,TX,0,,,0,
5600,2026,1,SHU,HARV,0,0,0,0,0,0,0,0,0,dotNectar,AI,Thursday Night,Campus Field,Fairfield,CT,0,,,0,
5601,2026,1,UNCO,ALB,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Nottingham Field,Greeley,CO,0,,,0,
5602,2026,1,WEB,COLU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Stewart Stadium,Ogden,UT,0,,,0,
5603,2026,1,WCU,NAU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,EJ Whitmire Stadium,Cullowhee,NC,0,,,0,
5604,2026,1,BRY,MTST,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Beirne Stadium,Smithfield,RI,0,,,0,
5605,2026,1,SUU,SDST,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Eccles Coliseum,Cedar City,UT,0,,,0,
5606,2026,1,STET,UTU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Spec Martin Memorial Stadium,DeLand,FL,0,,,0,
5607,2026,1,HAMP,VAL,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Armstrong Stadium,Hampton,VA,0,,,0,
5608,2026,1,MRST,ME,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Leonidoff Field,Poughkeepsie,NY,0,,,0,
5609,2026,1,ALCN,MONM,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Spinks-Casem Stadium,Lorman,MS,0,,,0,
5610,2026,1,YALE,UNH,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Yale Bowl,New Haven,CT,0,,,0,
5611,2026,1,ALST,NCAT,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,New ASU Stadium,Montgomery,AL,0,,,0,
5612,2026,1,HC,STBK,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Fitton Field,Worcester,MA,0,,,0,
5613,2026,1,BRWN,SDAK,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Brown Stadium,Providence,RI,0,,,0,
5614,2026,1,COR,STMN,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Schoellkopf Field,Ithaca,NY,0,,,0,
5615,2026,1,DART,SFPA,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Memorial Field,Hanover,NH,0,,,0,
5616,2026,1,VILL,PENN,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Villanova Stadium,Philadelphia,PA,0,,,0,
5617,2026,1,GEOT,PRIN,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Cooper Field,Washington,DC,0,,,0,
5618,2026,1,DUQ,WOF,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Arthur J. Rooney Athletic Field,Pittsburgh,PA,0,,,0,
5619,2026,1,LIU,BUT,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Bethpage Federal Credit Union Stadium,Brookeville,NY,0,,,0,
5620,2026,1,RMU,SELA,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Joe Walton Stadium,Moon Township,PA,0,,,0,
5621,2026,1,STO,SFA,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,W.B. Mason Stadium,Easton,MA,0,,,0,
5622,2026,1,HCU,GRAM,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Husky Stadium,Houston,TX,0,,,0,
5623,2026,1,PV,MORE,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Blackshear Field,Prairie View,TX,0,,,0,
5624,2026,1,SOU,VMI,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,A.W. Mumford Stadium,Baton Rouge,LA,0,,,0,
5625,2026,1,DAV,TXSO,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Richardson Stadium,Davidson,NC,0,,,0,
5626,2026,1,MSVU,FUR,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Rice-Totten Stadium,Itta Bena,MS,0,,,0,
5627,2026,2,HOW,IDHO,0,0,0,0,0,0,0,0,0,AI,TuscanSota,Thursday Night,William H. Greene Stadium,Washington,DC,0,,,0,
5628,2026,2,ULL,STAN,0,0,0,0,0,0,0,0,0,Bilain,Ricky Campbell,Thursday Night,Cajun Field,Lafayette,Louisiana,0,,,0,
5629,2026,2,PITT,CINC,0,0,0,0,0,0,0,0,0,TheLiberator,ADMsmith,Thursday Night,Heinz Field,Pittsburgh,Pennsylvania,0,,,0,
5630,2026,2,MIST,ND,0,0,0,0,0,0,0,0,0,jedibob5,LordLittlebutt,Thursday Night,Spartan Stadium,East Lansing,Michigan,0,,,0,
5631,2026,2,IOWA,IAST,0,0,0,0,0,0,0,0,0,kaydennpierce,bananabreadbitch,Thursday Night,Kinnick Stadium,Iowa City,Iowa,0,,,0,
5632,2026,2,SHU,IDST,0,0,0,0,0,0,0,0,0,dotNectar,alexfall862,Thursday Night,Campus Field,Fairfield,CT,0,,,0,
5633,2026,2,IND,ARMY,0,0,0,0,0,0,0,0,0,Piercewise1,DarkTaker,Thursday Night,Memorial Stadium,Bloomington,Indiana,0,,,0,
5634,2026,2,FSU,ILLI,0,0,0,0,0,0,0,0,0,Kirby,nemolee.exe,Thursday Night,Bobby Bowden Field at Doak S. Campbell Stadium,Tallahassee,Florida,0,,,0,
5635,2026,2,WAKE,BOIS,0,0,0,0,0,0,0,0,0,Qupax,cubansdoitbest,Thursday Night,BB&T Field,Winston-Salem,North Carolina,0,,,0,
5636,2026,2,AZST,BUFF,0,0,0,0,0,0,0,0,0,Gramps,AI,Thursday Night,"Sun Devil Stadium, Frank Kush Field",Tempe,Arizona,0,,,0,
5637,2026,2,UTAH,NAVY,0,0,0,0,0,0,0,0,0,SageBow,Syndakyt,Thursday Night,Rice-Eccles Stadium,Salt Lake City,Utah,0,,,0,
5638,2026,2,TULS,UNC,0,0,0,0,0,0,0,0,0,acewulf,Tryggr,Thursday Night,Skelly Field at H. A. Chapman Stadium,Tulsa,Oklahoma,0,,,0,
5639,2026,2,TENN,MIAF,0,0,0,0,0,0,0,0,0,tsweezy,Dearden,Thursday Night,Neyland Stadium,Knoxville,Tennessee,0,,,0,
5640,2026,2,GT,OKST,0,0,0,0,0,0,0,0,0,ATonOfLaw,AI,Thursday Night,Bobby Dodd Stadium at Historic Grant Field,Atlanta,Georgia,0,,,0,
5641,2026,2,NIU,DEL,0,0,0,0,0,0,0,0,0,Ape,Osu,Thursday Night,Brigham Field at Huskie Stadium,DeKalb,Illinois,0,,,0,
5642,2026,2,PURD,TROY,0,0,0,0,0,0,0,0,0,MasonAsher,AI,Thursday Night,Ross-Ade Stadium,West Lafayette,Indiana,0,,,0,
5643,2026,2,CAL,COLO,0,0,0,0,0,0,0,0,0,believer,Bingo415,Thursday Night,California Memorial Stadium,Berkeley,California,0,,,0,
5644,2026,2,WMU,TLNE,0,0,0,0,0,0,0,0,0,Jieret,kgreene829,Thursday Night,Waldo Stadium,Kalamazoo,Michigan,0,,,0,
5645,2026,2,BGSU,OHST,0,0,0,0,0,0,0,0,0,PoopyRhinoPickle,Coach123,Thursday Night,Doyt L. Perry Stadium,Bowling Green,Ohio,0,,,0,
5646,2026,2,VT,WVU,0,0,0,0,0,0,0,0,0,Zz3DWAFFLEzZ,smackemz3,Thursday Night,Worsham Field at Lane Stadium,Blacksburg,Virginia,0,,,0,
5647,2026,2,NMSU,MRSH,0,0,0,0,0,0,0,0,0,Rabbit,Newkbomb,Thursday Night,Aggie Memorial Stadium,Las Cruces,New Mexico,0,,,0,
5648,2026,2,UNM,ZONA,0,0,0,0,0,0,0,0,0,DarthJarJar,Ares,Thursday Night,Dreamstyle Stadium,Albuquerque,New Mexico,0,,,0,
5649,2026,2,MASS,LT,0,0,0,0,0,0,0,0,0,AI,Swipet,Thursday Night,Warren McGuirk Alumni Stadium,Amherst,Massachusetts,0,,,0,
5650,2026,2,UGA,BYU,0,0,0,0,0,0,0,0,0,Sarge,Spoof,Thursday Night,Sanford Stadium,Athens,Georgia,0,,,0,
5651,2026,2,BAYL,MICH,0,0,0,0,0,0,0,0,0,Vivid,subsequent,Thursday Night,McLane Stadium,Waco,Texas,0,,,0,
5652,2026,2,AKRN,FIU,0,0,0,0,0,0,0,0,0,banana,AI,Thursday Night,InfoCision Stadium-Summa Field,Akron,Ohio,0,,,0,
5653,2026,2,JST,EMU,0,0,0,0,0,0,0,0,0,AI,fjames92,Thursday Night,Burgess-Snow Field at JSU Stadium,Jacksonville,Alabama,0,,,0,
5654,2026,2,KENT,MOST,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Dix Stadium,Kent,Ohio,0,,,0,
5655,2026,2,CMU,WKU,0,0,0,0,0,0,0,0,0,Raider42,AI,Thursday Night,Kelly/Shorts Stadium,Mount Pleasant,Michigan,0,,,0,
5656,2026,2,SHSU,TLDO,0,0,0,0,0,0,0,0,0,AI,ArmTheSharks,Thursday Night,Bowers Stadium,Huntsville,Texas,0,,,0,
5657,2026,2,TTU,UNT,0,0,0,0,0,0,0,0,0,rcarlson77,EmeraldSeasSunshine,Thursday Night,Jones AT&T Stadium,Lubbock,Texas,0,,,0,
5658,2026,2,WISC,GAST,0,0,0,0,0,0,0,0,0,JC,AI,Thursday Night,Camp Randall Stadium,Madison,Wisconsin,0,,,0,
5659,2026,2,CP,CIT,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Alex G. Spanos Stadium,San Luis Obispo,CA,0,,,0,
5660,2026,2,DRKE,EIU,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Drake Stadium,Des Moines,IA,0,,,0,
5661,2026,2,MIZZ,CLEM,0,0,0,0,0,0,0,0,0,tom44666,gloshewrote,Thursday Night,Faurot Field at Memorial Stadium,Columbia,Missouri,0,,,0,
5662,2026,2,BALL,CSU,0,0,0,0,0,0,0,0,0,npklemm,Bellwood,Thursday Night,Scheumann Stadium,Muncie,Indiana,0,,,0,
