PlayerID,Team,DrillPosition,Archetype,FirstName,LastName,Age,PositionDrill,PositionDrillAttribute,PositionDrillResult,TeamDrill,TeamDrillAttribute,TeamDrillResult,EventText,InjuryText,WeeksOut
10201,BUF,DE,Speed Rusher,Randal,Holmes,24,rip,pass_rush,2,film,football_iq,3,,None,0
10231,BUF,WR,Red Zone Threat,Nick,Jones,24,square,route_running,2,film,football_iq,2,,None,0
10320,BUF,OG,Pass Blocking,Corey,Cabrera,24,mirror,pass_block,1,film,football_iq,1,,None,0
10358,BUF,DE,Balanced,Sammy,Langford,24,rip,pass_rush,3,film,football_iq,1,,None,0
10403,BUF,OLB,Speed,Jourdan,Conner,24,rushlane,pass_rush,2,film,football_iq,2,,None,0
11478,BUF,RB,Speed,Matt,Schwarber,24,plyometrics,agility,3,film,football_iq,1,,None,0
11590,BUF,RB,Receiving,Mickey,Brogdon,24,plyometrics,agility,4,film,football_iq,3,Quickly picks up the playbook and shows understanding in practice.,None,0
14967,BUF,ILB,Speed,Weston,Shackelford,23,rushlane,pass_rush,2,film,football_iq,1,,None,0
15035,BUF,CB,Ball Hawk,James,White,23,plyometrics,agility,-1,film,football_iq,1,Gets called out in team meetings for lack of focus.,None,0
15048,BUF,SS,Zone Coverage,Vernon,Mack,23,centerfield,zone_coverage,2,film,football_iq,2,Completes all conditioning drills without issue.,None,0
15068,BUF,SS,Run Stopper,Ryan,Blacknall,23,centerfield,zone_coverage,-1,film,football_iq,0,"Repeatedly forgets assignments, slowing down drills for others.",None,0
15076,BUF,DT,Balanced,Daniel,Sanchez,23,rip,pass_rush,2,film,football_iq,2,,None,0
15077,BUF,DT,Pass Rusher,Tyler,Winslow,23,rip,pass_rush,0,film,football_iq,1,Shows up late to a team meeting.,None,0
15087,BUF,WR,Route Runner,Donatello,Scott,23,square,route_running,1,film,football_iq,2,,None,0
15121,BUF,RB,Receiving,Ken,Flagel,23,plyometrics,agility,2,film,football_iq,2,,None,0
15127,BUF,CB,Ball Hawk,Rick,Guerra,23,plyometrics,agility,-3,film,football_iq,-2,"Consistently fails to execute assignments, prompting questions about future roster status.",None,0
15210,BUF,DE,Balanced,Datone,Dozier,23,rip,pass_rush,2,film,football_iq,1,,None,0
15279,BUF,OT,Pass Blocking,Joaquin,Williams,23,mirror,pass_block,2,film,football_iq,1,,None,0
15314,BUF,RB,Speed,Joe,Gotay,23,plyometrics,agility,2,film,football_iq,2,Completes all conditioning drills without issue.,None,0
15408,BUF,OT,Pass Blocking,Logan,Mejia,23,mirror,pass_block,-1,film,football_iq,1,,None,0
15415,BUF,OG,Pass Blocking,Drew,Howell,23,mirror,pass_block,2,film,football_iq,2,Completes all conditioning drills without issue.,None,0
15821,BUF,C,Balanced,James,Gamboa,23,mirror,pass_block,1,film,football_iq,1,,None,0
15872,BUF,CB,Ball Hawk,Vince,Alford,23,plyometrics,agility,1,film,football_iq,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
15917,BUF,SS,Man Coverage,Andrew,Woods,23,centerfield,zone_coverage,-1,film,football_iq,1,Position coaches completly forget his name.,None,0
16159,BUF,OG,Pass Blocking,Brandon,Moncrief,23,mirror,pass_block,5,film,football_iq,3,"Dominates in drills, consistently outperforming expectations.",None,0
16752,BUF,CB,Ball Hawk,Micah,Southward,23,plyometrics,agility,1,film,football_iq,0,Shows up late to a team meeting.,None,0
16789,BUF,DT,Nose Tackle,Evan,Roethlisberger,23,rip,pass_rush,4,film,football_iq,4,"Responds well to coaching, quickly implementing feedback.",None,0
20060,BUF,OLB,Coverage,Jose,Holt,22,rushlane,pass_rush,3,film,football_iq,2,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
20303,BUF,WR,Speed,Eddie,Gibson,22,square,route_running,0,film,football_iq,-1,Position coaches completly forget his name.,None,0
45449,BUF,ILB,Field General,Andrew,Bascue,33,rushlane,pass_rush,0,film,football_iq,2,,None,0
46416,BUF,WR,Possession,Brian,Adams,33,square,route_running,-1,film,football_iq,-1,Gets unusually frustrated after losing a rep in individual drills.,None,0
46482,BUF,DE,Speed Rusher,Stephen,Dinardo,33,rip,pass_rush,1,film,football_iq,1,,None,0
46626,BUF,OT,Pass Blocking,Ron,Cubbage,33,mirror,pass_block,1,film,football_iq,3,,None,0
60516,BUF,WR,Red Zone Threat,Donald,Kelly,30,square,route_running,2,film,football_iq,0,"Responds well to coaching, quickly implementing feedback.",None,0
61471,BUF,TE,Vertical Threat,Jan,Summers,30,square,route_running,2,film,football_iq,0,,None,0
66721,BUF,WR,Route Runner,Joseph,Jones,29,square,route_running,-1,film,football_iq,0,Shows up late to a team meeting.,None,0
70038,BUF,CB,Zone Coverage,Alvin,Annan,28,plyometrics,agility,2,film,football_iq,0,,None,0
70079,BUF,ILB,Run Stopper,Max,Perez,28,rushlane,pass_rush,-1,film,football_iq,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
70256,BUF,P,Accuracy,Daniel,Schlabach,28,power,punt_power,1,film,punt_power,2,Impresses position coach with consistent effort.,None,0
70424,BUF,FS,Ball Hawk,Terence,Seth,28,centerfield,zone_coverage,2,film,football_iq,2,Quickly picks up the playbook and shows understanding in practice.,None,0
71003,BUF,CB,Zone Coverage,Hugo,Hernandez,28,plyometrics,agility,0,film,football_iq,1,,None,0
71521,BUF,C,Pass Blocking,Barry,Downs,28,mirror,pass_block,1,film,football_iq,1,,None,0
53,MIA,CB,Zone Coverage,Jeremy,Moreland,26,jugs,catching,2,team_run,tackle,1,Shows up late to a team meeting.,None,0
75,MIA,WR,Speed,Tyson,Buss,26,square,route_running,3,team_run,run_block,1,,None,0
554,MIA,DE,Balanced,Phillip,Christian,26,shed,run_defense,3,team_run,run_defense,1,,None,0
5017,MIA,CB,Zone Coverage,Darqueze,Basile,25,jugs,catching,3,team_run,tackle,3,,None,0
5073,MIA,C,Line Captain,Carlos,Lackey,25,mirror,pass_block,1,team_run,run_block,1,,None,0
5074,MIA,WR,Possession,Steve,West,25,square,route_running,2,team_run,run_block,3,,None,0
5339,MIA,WR,Route Runner,J'Mon,McCoy,25,square,route_running,0,team_run,run_block,1,,None,0
5433,MIA,QB,Pocket,Korey,Gonzalez,25,film,football_iq,2,team_run,throw_accuracy,3,Impresses position coach with consistent effort.,None,0
6176,MIA,TE,Receiving,David,Dennard,25,square,route_running,2,team_run,run_block,2,,None,0
6300,MIA,CB,Zone Coverage,J.D.,Mendez,25,jugs,catching,2,team_run,tackle,3,,None,0
10121,MIA,OG,Pass Blocking,Robert,Hernandez,24,mirror,pass_block,3,team_run,run_block,0,,None,0
10267,MIA,WR,Route Runner,Arden,Ejiofor,24,square,route_running,1,team_run,run_block,1,,None,0
10373,MIA,ILB,Speed,Ali,Sandoval,24,rushlane,pass_rush,-1,team_run,run_defense,-3,Gets called out in team meetings for lack of focus.,None,0
10381,MIA,CB,Zone Coverage,Brad,Portis,24,jugs,catching,-1,team_run,tackle,1,Blows a key play during a scrimmage in front of the coaching staff.,None,0
10415,MIA,OT,Pass Blocking,Mike,Hubbard,24,mirror,pass_block,2,team_run,run_block,1,,None,0
10430,MIA,QB,Pocket,Blake,Smith,24,film,football_iq,4,team_run,throw_accuracy,2,Makes a solid play during a scrimmage.,None,0
10547,MIA,FS,Ball Hawk,Derek,Apple,24,centerfield,zone_coverage,0,team_run,tackle,0,Shows up late to a team meeting.,None,0
11057,MIA,DE,Speed Rusher,Jake,Cuthbert,24,shed,run_defense,1,team_run,run_defense,2,Gets unusually frustrated after losing a rep in individual drills.,None,0
11217,MIA,CB,Zone Coverage,Stephen,Hernandez,24,jugs,catching,2,team_run,tackle,3,Completes all conditioning drills without issue.,None,0
11616,MIA,FS,Zone Coverage,Jordan,Dickson,24,centerfield,zone_coverage,1,team_run,tackle,2,,None,0
13007,MIA,CB,Zone Coverage,Marquette,Locke,24,jugs,catching,0,team_run,tackle,2,"Responds well to coaching, quickly implementing feedback.",None,0
14993,MIA,WR,Speed,Brandon,Anderson,23,square,route_running,2,team_run,run_block,3,,Strained Shoulder,1
15044,MIA,WR,Speed,Caleb,Collins,23,square,route_running,2,team_run,run_block,-1,,None,0
15065,MIA,QB,Scrambler,Devin,Holtz,23,film,football_iq,4,team_run,throw_power,5,Receives praise in team meetings for attention to detail.,None,0
15182,MIA,TE,Receiving,DeVante,Mizzell,23,square,route_running,2,team_run,run_block,1,,None,0
15369,MIA,FB,Balanced,Shawn,Pomeranz,23,lift,strength,1,team_run,strength,-3,Blows a key play during a scrimmage in front of the coaching staff.,None,0
15383,MIA,CB,Zone Coverage,Arthur,Leathersich,23,jugs,catching,2,team_run,tackle,1,,None,0
15395,MIA,RB,Receiving,Corey,Brockers,23,gauntlet,carrying,2,team_run,agility,3,Impresses position coach with consistent effort.,None,0
15419,MIA,ILB,Coverage,Elijah,Robinson,23,rushlane,pass_rush,3,team_run,run_defense,3,Makes a solid play during a scrimmage.,None,0
15619,MIA,RB,Balanced,Cesar,Reed,23,gauntlet,carrying,3,team_run,strength,3,Demonstrates unexpected versatility by excelling in an unfamiliar role.,None,0
15842,MIA,DT,Pass Rusher,George,Stammen,23,shed,run_defense,0,team_run,run_defense,2,,None,0
15965,MIA,WR,Possession,Patrick,Hatley,23,square,route_running,3,team_run,run_block,2,,None,0
16003,MIA,ILB,Coverage,Andy,Hart,23,rushlane,pass_rush,5,team_run,run_defense,3,Earns a shout-out in a press conference from the head coach.,None,0
16045,MIA,DE,Balanced,Kevin,Casilla,23,shed,run_defense,0,team_run,run_defense,1,Shows up late to a team meeting.,None,0
16069,MIA,OLB,Coverage,Sherrick,Payamps,23,rushlane,pass_rush,2,team_run,run_defense,3,,None,0
16088,MIA,ILB,Coverage,Rafael,Miller,23,rushlane,pass_rush,1,team_run,run_defense,0,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
16106,MIA,DE,Balanced,Wilfredo,Smith,23,shed,run_defense,3,team_run,run_defense,2,Makes a solid play during a scrimmage.,None,0
16153,MIA,OLB,Speed,Christopher,Hathaway,23,rushlane,pass_rush,3,team_run,run_defense,2,,None,0
16353,MIA,WR,Possession,Pierre,Mantiply,23,square,route_running,2,team_run,run_block,3,,None,0
16374,MIA,RB,Receiving,Ryan,Bowman,23,gauntlet,carrying,3,team_run,agility,2,,None,0
16584,MIA,OT,Balanced,A.J.,Madison,23,mirror,pass_block,2,team_run,run_block,4,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
16695,MIA,WR,Possession,Julius,Liberatore,23,square,route_running,2,team_run,run_block,2,"Responds well to coaching, quickly implementing feedback.",None,0
17107,MIA,C,Pass Blocking,Harrison,McQuaide,23,mirror,pass_block,3,team_run,run_block,5,Earns a shout-out in a press conference from the head coach.,None,0
17877,MIA,OT,Pass Blocking,Eric,Hal,23,mirror,pass_block,1,team_run,run_block,2,,None,0
19983,MIA,QB,Balanced,Tavarres,Washington,22,film,football_iq,4,team_run,throw_accuracy,5,"Takes the lead in drills, setting the pace for others to follow.",None,0
20294,MIA,DE,Speed Rusher,Matt,Hoskins,22,shed,run_defense,1,team_run,run_defense,2,,None,0
20309,MIA,OT,Pass Blocking,Alex,Elliott,23,mirror,pass_block,1,team_run,run_block,0,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
20767,MIA,FB,Receiving,Josh,Judd,22,lift,strength,2,team_run,agility,1,,None,0
35326,MIA,P,Balanced,Brent,Garcia,35,power,punt_power,0,team_run,punt_accuracy,1,Position coaches completly forget his name.,Hyperextended Back,2
45264,MIA,K,Balanced,David,Genter,33,power,kick_power,-2,team_run,kick_accuracy,-2,Struggles with communication and timing on the field.,None,0
50323,MIA,OLB,Speed,Jacob,Wiseman,32,rushlane,pass_rush,1,team_run,run_defense,2,Impresses position coach with consistent effort.,None,0
55373,MIA,QB,Pocket,Dean,Hammonds,31,film,football_iq,2,team_run,throw_accuracy,0,,None,0
55918,MIA,OT,Balanced,Robert,Anderson,31,mirror,pass_block,1,team_run,run_block,1,,None,0
56136,MIA,SS,Ball Hawk,William,Redman,31,centerfield,zone_coverage,3,team_run,tackle,0,,None,0
56599,MIA,ILB,Field General,Russell,Craw,31,rushlane,pass_rush,0,team_run,run_defense,2,,None,0
60287,MIA,TE,Receiving,Jamie,Ramirez,30,square,route_running,0,team_run,run_block,0,,None,0
60376,MIA,WR,Possession,Kenny,White,30,square,route_running,1,team_run,run_block,1,Impresses position coach with consistent effort.,None,0
60489,MIA,DE,Balanced,Damon,Lucas,30,shed,run_defense,1,team_run,run_defense,0,,None,0
60616,MIA,OG,Pass Blocking,Joseph,Kolodny,30,mirror,pass_block,1,team_run,run_block,1,,None,0
61738,MIA,DT,Pass Rusher,Jose,Sola,30,shed,run_defense,0,team_run,run_defense,1,,None,0
65084,MIA,CB,Zone Coverage,Ernest,Mccoy,29,jugs,catching,2,team_run,tackle,-1,Struggles with conditioning drills.,None,0
65834,MIA,ILB,Field General,Billy,Ryder,29,rushlane,pass_rush,0,team_run,run_defense,0,Struggles with conditioning drills.,None,0
66429,MIA,DT,Pass Rusher,David,Young,29,shed,run_defense,1,team_run,run_defense,1,,None,0
67215,MIA,OT,Pass Blocking,Raul,Macey,29,mirror,pass_block,1,team_run,run_block,1,,None,0
67646,MIA,FS,Zone Coverage,James,Garnette,29,centerfield,zone_coverage,3,team_run,tackle,3,Receives praise in team meetings for attention to detail.,None,0
70053,MIA,DE,Balanced,Bruce,Utesch,28,shed,run_defense,2,team_run,run_defense,1,,None,0
70125,MIA,OG,Pass Blocking,Thomas,Maddock,28,mirror,pass_block,3,team_run,run_block,0,,None,0
70265,MIA,SS,Ball Hawk,Richard,Horton,28,centerfield,zone_coverage,2,team_run,tackle,2,,None,0
70407,MIA,C,Pass Blocking,Joe,Mejia,28,mirror,pass_block,0,team_run,run_block,1,,None,0
70546,MIA,OG,Pass Blocking,Arthur,Mejia,28,mirror,pass_block,0,team_run,run_block,2,,None,0
71201,MIA,TE,Receiving,Ketan,Cheng,28,square,route_running,2,team_run,run_block,4,Impresses position coach with consistent effort.,None,0
71234,MIA,WR,Route Runner,Lawrence,Sanders,28,square,route_running,1,team_run,run_block,0,,None,0
69,NE,C,Pass Blocking,Quinterrius,Parsons,26,sled,run_block,2,film,football_iq,4,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
145,NE,FS,Zone Coverage,Bruce,Puello,26,film,football_iq,2,film,football_iq,2,Makes a solid play during a scrimmage.,None,0
365,NE,FS,Zone Coverage,R.J.,Foster,26,film,football_iq,2,film,football_iq,1,,None,0
408,NE,RB,Receiving,Fish,Liggins,26,speed,speed,-1,film,football_iq,2,,None,0
574,NE,OT,Pass Blocking,Jimmy,Aumont,26,sled,run_block,2,film,football_iq,2,,None,0
715,NE,CB,Zone Coverage,Tye,Gardewine,26,film,football_iq,0,film,football_iq,0,Shows up late to a team meeting.,None,0
1675,NE,OLB,Run Stopper,Matthew,Odor,26,film,football_iq,-1,film,football_iq,-1,"Consistently fails to execute assignments, prompting questions about future roster status.",None,0
5007,NE,WR,Red Zone Threat,Danny,Maronde,25,arc,run_block,3,film,football_iq,2,,None,0
5089,NE,FS,Ball Hawk,Dan,King,25,film,football_iq,0,film,football_iq,1,,None,0
5159,NE,ILB,Field General,Allen,Harrison,25,film,football_iq,2,film,football_iq,-1,,None,0
5281,NE,RB,Balanced,Jerry,Lawson,25,speed,speed,1,film,football_iq,2,,None,0
5332,NE,DT,Nose Tackle,Miguel,Peterson,25,shed,run_defense,2,film,football_iq,3,,None,0
6294,NE,SS,Ball Hawk,Weston,McCoil,25,film,football_iq,0,film,football_iq,1,Shows up late to a team meeting.,None,0
6743,NE,WR,Speed,Matthew,Cunningham,25,arc,run_block,2,film,football_iq,3,,None,0
10001,NE,K,Accuracy,Ben,Frare,24,accuracy,kick_accuracy,2,film,kick_accuracy,0,,Pulled Calf,5
10081,NE,OT,Pass Blocking,Bucky,Smith,24,sled,run_block,3,film,football_iq,4,Quickly picks up the playbook and shows understanding in practice.,None,0
10291,NE,RB,Receiving,Rishard,Ward,24,speed,speed,3,film,football_iq,1,,Strained Triceps,0
10354,NE,TE,Receiving,Alex,Wolfe,24,jugs,catching,4,film,football_iq,3,Completes all conditioning drills without issue.,None,0
10424,NE,WR,Route Runner,Logan,Njoku,24,arc,run_block,2,film,football_iq,2,"Responds well to coaching, quickly implementing feedback.",None,0
10439,NE,DE,Speed Rusher,Freddy,Gervacio,24,shed,run_defense,1,film,football_iq,1,Shows up late to a team meeting.,None,0
10667,NE,DT,Pass Rusher,Tre'Von,Sherfield,24,shed,run_defense,3,film,football_iq,3,Impresses position coach with consistent effort.,None,0
10739,NE,OG,Pass Blocking,Cesar,Roethlisberger,24,sled,run_block,0,film,football_iq,0,"Repeatedly forgets assignments, slowing down drills for others.",None,0
10861,NE,CB,Zone Coverage,Zach,Ledezma,24,film,football_iq,2,film,football_iq,3,Impresses position coach with consistent effort.,None,0
11001,NE,OG,Pass Blocking,Franklin,McFadden,24,sled,run_block,1,film,football_iq,1,,None,0
11128,NE,TE,Receiving,Ian,Beverley,24,jugs,catching,2,film,football_iq,2,Gets unusually frustrated after losing a rep in individual drills.,None,0
11339,NE,DE,Speed Rusher,Brandon,Goeddel,24,shed,run_defense,1,film,football_iq,1,,None,0
11341,NE,OLB,Pass Rush,Toby,Kearse,24,shed,run_defense,1,film,football_iq,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
14951,NE,QB,Scrambler,Michael,Oliveros,23,film,football_iq,3,film,football_iq,2,,None,0
15194,NE,OT,Pass Blocking,Justin,Irwin,23,sled,run_block,1,film,football_iq,1,,None,0
15296,NE,WR,Speed,Nick,Conner,23,arc,run_block,0,film,football_iq,-1,Blows a key play during a scrimmage in front of the coaching staff.,None,0
15323,NE,WR,Speed,Kevin,Smith,23,arc,run_block,2,film,football_iq,2,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
15344,NE,CB,Zone Coverage,Andy,Martin,23,film,football_iq,3,film,football_iq,2,Demonstrates unexpected versatility by excelling in an unfamiliar role.,None,0
15398,NE,DE,Balanced,Zach,Lundblade,23,shed,run_defense,1,film,football_iq,3,,None,0
16318,NE,DT,Nose Tackle,Keith,Jackson,23,shed,run_defense,5,film,football_iq,5,Sets a strong example for fellow rookies with a positive attitude and work ethic.,None,0
16328,NE,SS,Zone Coverage,Eddie,Russell,23,film,football_iq,2,film,football_iq,1,,None,0
16535,NE,OT,Run Blocking,Gorgui,Liggins,23,sled,run_block,3,film,football_iq,1,,None,0
16599,NE,CB,Ball Hawk,Chaz,Tuivailala,23,film,football_iq,2,film,football_iq,1,,None,0
16650,NE,CB,Zone Coverage,Marco,Gurka,23,film,football_iq,0,film,football_iq,2,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
20094,NE,CB,Ball Hawk,Jon,Smith Jr.,22,film,football_iq,1,film,football_iq,2,,Strained Groin,0
21569,NE,ILB,Field General,Trey,Cajuste,22,film,football_iq,1,film,football_iq,1,,None,0
45417,NE,SS,Zone Coverage,Johnny,Nguyen,33,film,football_iq,3,film,football_iq,0,,None,0
60145,NE,CB,Zone Coverage,Huey,Ashe,30,film,football_iq,0,film,football_iq,0,,Strained Calf,6
60565,NE,C,Pass Blocking,Jaime,Mir,30,sled,run_block,3,film,football_iq,5,Earns a shout-out in a press conference from the head coach.,None,0
60792,NE,OT,Pass Blocking,Scott,Worth,30,sled,run_block,2,film,football_iq,1,,None,0
60870,NE,OLB,Coverage,Juan,Delgallo,30,film,football_iq,1,film,football_iq,2,,None,0
60917,NE,DE,Speed Rusher,Abel,Moore,30,shed,run_defense,1,film,football_iq,-1,,None,0
60948,NE,ILB,Speed,Larry,Arwood,30,film,football_iq,1,film,football_iq,2,Completes all conditioning drills without issue.,None,0
60957,NE,P,Balanced,Tyler,Hamon,30,accuracy,punt_accuracy,-3,film,punt_power,-2,"Misses multiple meetings or practices without an excuse, causing a formal warning from the team.",None,0
62409,NE,TE,Receiving,Randal,Marquardt,30,jugs,catching,0,film,football_iq,1,,None,0
62780,NE,RB,Receiving,Thomas,Vorisek,30,speed,speed,3,film,football_iq,0,,None,0
62967,NE,DT,Pass Rusher,Thomas,Estep,30,shed,run_defense,3,film,football_iq,1,,None,0
63333,NE,DE,Run Stopper,Daniel,Rojas,30,shed,run_defense,2,film,football_iq,0,,None,0
65149,NE,RB,Speed,Gregory,Sellers,29,speed,speed,1,film,football_iq,2,,None,0
65503,NE,OG,Balanced,Juan,Colchado,29,sled,run_block,3,film,football_iq,2,Impresses position coach with consistent effort.,None,0
65551,NE,CB,Zone Coverage,Robert,Briggs,29,film,football_iq,1,film,football_iq,1,,None,0
65784,NE,QB,Pocket,Mark,Shoell,29,film,football_iq,0,film,football_iq,-1,Shows up late to a team meeting.,None,0
66257,NE,FB,Balanced,Esteban,Diaz,29,lead,run_block,0,film,football_iq,2,,None,0
66383,NE,OG,Pass Blocking,Roosevelt,Penn,29,sled,run_block,2,film,football_iq,1,Impresses position coach with consistent effort.,None,0
67105,NE,OT,Balanced,Luis,Gracia,29,sled,run_block,-1,film,football_iq,-1,Gets unusually frustrated after losing a rep in individual drills.,None,0
67847,NE,OLB,Coverage,John,Damiano,29,film,football_iq,1,film,football_iq,0,,None,0
67920,NE,WR,Route Runner,Alejandro,Castellanos,29,arc,run_block,2,film,football_iq,0,,None,0
67964,NE,OLB,Speed,Alfredo,Hashimoto,29,film,football_iq,-2,film,football_iq,-1,"Performs poorly in conditioning, noticeably lagging behind teammates.",None,0
68485,NE,CB,Zone Coverage,Irvin,Guzman,29,film,football_iq,1,film,football_iq,1,,None,0
69998,NE,OLB,Pass Rush,Rodney,Labell,28,shed,run_defense,0,film,football_iq,0,Struggles with conditioning drills.,None,0
70408,NE,OG,Pass Blocking,Lawrence,Dornellas,28,sled,run_block,1,film,football_iq,3,Completes all conditioning drills without issue.,None,0
71620,NE,WR,Speed,Noe,Morales,28,arc,run_block,1,film,football_iq,1,,None,0
7,NYJ,RB,Power,Jhan,Peters,26,gauntlet,carrying,2,team_pass,pass_block,2,,None,0
186,NYJ,SS,Man Coverage,Jason,West,26,centerfield,zone_coverage,0,team_pass,man_coverage,2,Struggles with conditioning drills.,None,0
205,NYJ,OLB,Coverage,Patrick,Viola,26,zonedrop,zone_coverage,1,team_pass,zone_coverage,2,,None,0
1124,NYJ,CB,Ball Hawk,Luke,Garvin,26,jugs,catching,-1,team_pass,man_coverage,0,"Repeatedly forgets assignments, slowing down drills for others.",None,0
5108,NYJ,OLB,Coverage,Gordon,Diallo,25,zonedrop,zone_coverage,3,team_pass,man_coverage,0,,None,0
6575,NYJ,WR,Possession,Matt,Siri,25,blitzpickup,run_block,2,team_pass,catching,2,,None,0
10010,NYJ,K,Accuracy,Ronald,Baker,24,power,kick_power,0,team_pass,kick_power,0,Shows up late to a team meeting.,None,0
10016,NYJ,FB,Rushing,Michael,Elias,24,gauntlet,carrying,-2,team_pass,catching,-1,Struggles with communication and timing on the field.,None,0
10112,NYJ,DE,Speed Rusher,Hunter,Suh,24,rip,pass_rush,3,team_pass,pass_rush,2,,None,0
10271,NYJ,ILB,Coverage,Davis,Covey,24,zonedrop,zone_coverage,3,team_pass,zone_coverage,2,,None,0
10306,NYJ,WR,Route Runner,Hayes,Edwards,24,blitzpickup,run_block,2,team_pass,route_running,2,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
10399,NYJ,WR,Route Runner,Marvin,Thomas,24,blitzpickup,run_block,1,team_pass,route_running,3,,None,0
10455,NYJ,RB,Balanced,Nick,Suarez,24,gauntlet,carrying,3,team_pass,catching,4,Receives praise in team meetings for attention to detail.,None,0
10917,NYJ,QB,Scrambler,Andrew,Michael,24,dropback,throw_power,-3,team_pass,throw_accuracy,-3,Gets called out in team meetings for lack of focus.,None,0
11151,NYJ,SS,Zone Coverage,Jamil,Webster,24,centerfield,zone_coverage,3,team_pass,zone_coverage,3,Impresses position coach with consistent effort.,None,0
11424,NYJ,DE,Run Stopper,Cory,Henderson,24,rip,pass_rush,4,team_pass,pass_rush,5,Impresses coaching staff with natural leadership skills during team huddles.,None,0
14959,NYJ,DT,Balanced,Denver,Litton,23,rip,pass_rush,0,team_pass,pass_rush,-1,Struggles with conditioning drills.,None,0
15001,NYJ,SS,Ball Hawk,Nate,Tevi,23,centerfield,zone_coverage,3,team_pass,zone_coverage,2,,None,0
15017,NYJ,CB,Zone Coverage,Dallas,Denker,23,jugs,catching,4,team_pass,zone_coverage,2,Completes all conditioning drills without issue.,None,0
15023,NYJ,WR,Red Zone Threat,Andrew,Freitas,23,blitzpickup,run_block,2,team_pass,catching,2,,None,0
15079,NYJ,DE,Speed Rusher,Yuta,Cubillan,23,rip,pass_rush,1,team_pass,pass_rush,0,Struggles with conditioning drills.,None,0
